bmg_alloy,paper_sno,actual_d_max
B19.2Si4.8Fe50.4Co21.6Nb4.0,[9],3.5
Mg20.0Ni10.0Nd70.0,[9],0
B19.0Si1.0Fe63.0Co7.0Zr6.0Nb4.0,[2],2
Mg79.0Cu1.0Y20.0,[9],0
B5.0C10.0P10.0Fe40.0Co30.0Ni5.0,[2],2
Be35.0Ti65.0,[9],0
Al25.0Co20.0Y15.0Sm40.0,"[5, 7]",3
Al10.0Cu20.0Nb2.0Ce68.0,"[1, 5, 6, 7, 9]",8
B4.0C4.0Si3.0P9.0Fe46.0Co30.0Mo4.0,[9],3
B22.0Fe70.0Co2.0Y6.0,"[1, 2, 5, 6]",2
Al6.0Cu46.0Zr44.0Ag4.0,"[1, 6]",11
Mg68.0Ca4.0Zn28.0,"[1, 6]",3.5
Al10.0Fe7.5Cu22.5Zr60.0,[5],15
B22.0Fe62.0Co10.0Y6.0,"[1, 2, 5, 6]",2.5
Cu50.0Zr50.0,"[1, 5, 6, 7, 9]",2
Mg22.0Al48.0Pd30.0,[9],0
B22.0Fe72.0Y5.0W1.0,"[9, 5]",3
B4.0C17.0Cr15.0Fe42.0Co6.0Mo14.0Tm2.0,"[1, 6]",6
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe66.7Mo4.5,[2],6
Mg61.0Cu21.7Ag7.3Gd11.0,[5],26
Mg38.5Ca15.4Cu7.7Ag38.4,"[9, 7]",0.5
B8.7Si2.75P8.25Fe39.0Ni39.0Nb2.3,[2],1
C5.0Si20.0Ni75.0,[9],0
Be28.0Ti41.0Fe6.0Zr25.0,[5],10
Al98.9Ti1.1,[9],0
Al24.0Co20.0Y20.0Gd36.0,"[9, 5, 7]",3
B15.0C10.0Cr16.0Fe43.0Mo16.0,[2],1.2
B14.2Si2.75P2.75Fe54.6Ni23.4Nb2.3,[2],1.5
B14.8Si9.9Fe74.2Zr1.0,[9],0.75
Ti40.0Cu38.0Zr10.0Pd12.0,"[1, 5, 6, 7, 9]",6
Al75.0Ni20.0Sm5.0,[9],0
B16.0Si4.0Ni80.0,[9],0
Si3.0Ti11.0Ni59.0Zr19.0Nb6.0Sn2.0,"[9, 5]",5
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe68.7Mo2.5,[2],5
Si15.0Ni85.0,[9],0
B22.0Al24.0Co54.0,[9],0
B1.0Si2.0Ti50.0Ni24.0Cu20.0Sn3.0,"[1, 5, 9, 6]",1
B15.5Si2.75P1.38Fe39.0Ni39.0Nb2.3,[2],1.5
Al7.0Ni10.5Cu10.5Pr72.0,"[9, 7]",1.5
B5.0C15.0Ni80.0,[9],0
B5.0C7.0Si3.3P8.7Fe75.5Nb0.5,[2],1.5
B5.0C10.0P10.0Fe40.0Co20.0Ni15.0,[2],2.5
Mg61.0Cu28.0Gd11.0,"[1, 5, 6, 7, 9]",12
Al84.0Fe2.0Ni14.0,[9],0
B7.0C15.0Cr4.0Mn10.0Fe46.0Ga2.0Mo16.0,[2],2
P8.5Cu82.5Ag9.0,[9],0
Al7.5Cu50.0Hf42.5,"[1, 6]",7
Be18.0Ti50.0Ni8.0Cu9.0Zr15.0,"[1, 5, 6, 7, 9]",6
Al8.0Cu36.0Zr46.0Nb2.0Ag8.0,"[1, 5, 6, 7, 9]",10
Al10.0Co25.0La32.5Ce32.5,[5],15
B6.0C15.0Cr15.0Fe41.0Co7.0Y2.0Mo14.0,"[1, 2, 5, 6]",16
Al24.0Fe2.0Co18.0Y10.0Dy46.0,"[5, 7]",5
B12.0Fe83.0Ni5.0,[9],0
B4.0C4.0Si2.0P10.0Cr4.0Fe72.0Ga2.0Mo2.0,[2],2.5
Ti10.0Cu50.0Zr30.0Ag10.0,"[1, 5, 6, 7, 9]",4
Ti10.0Ni13.0Cu47.0Zr30.0,"[9, 5, 7]",1
B10.0C15.0Cr22.5Fe37.5Mo15.0,[2],1
Al25.0Co20.0Sm55.0,"[9, 5, 7]",4
B6.0C15.0Cr20.0Fe41.0Y2.0Mo10.0W6.0,"[1, 2, 6]",6
Al8.0Ti20.0Ni42.0Cu5.0Zr25.0,"[1, 7, 9, 6]",0.5
B5.0C10.0P10.0Fe30.0Co45.0,[2],1
Ti10.0Cu90.0,[9],0
B2.5C7.5P10.0Fe74.0Mo6.0,[2],3
B19.2Si4.8Fe28.8Ni43.2Nb4.0,[9],3
Mg20.0Ca60.0Zn20.0,"[5, 7]",4
Al30.0Ca60.0Ag10.0,"[9, 5, 7]",2
B22.0Fe69.0Y6.0W3.0,"[1, 2, 5, 6, 9]",4
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe64.7Mo6.5,[2],4
Ni60.0Zr20.0Nb20.0,"[1, 7, 9, 6]",0.5
B3.0C9.0Al3.0P8.0Fe77.0,[2],2.5
Be18.0Ti55.0Ni8.0Cu9.0Zr10.0,"[1, 5, 6, 7, 9]",6
Al16.0Co30.0Zr54.0,"[1, 6]",6
Si20.0Ti55.0Ni25.0,[9],0
Ti42.3Ni6.76Cu35.5Zr9.4Sn6.0,[7],1
Al25.0Co20.0Y16.0Tm39.0,"[5, 7]",3
C20.0Co70.0W10.0,[9],0
Al68.0Si17.0Cr15.0,[9],0
Be23.0Ti24.0Ni10.0Cu9.0Zr28.0Ag6.0,"[1, 6]",14
Al86.0Fe1.0Ni13.0,[9],0
Be18.0Ti40.0Ni8.0Cu9.0Zr25.0,"[1, 5, 6, 7, 9]",8
Al8.0Fe2.0Cu36.0Zr46.0Ag8.0,"[1, 6]",10
Mg5.0Ca65.0Cu30.0,"[9, 7]",0.5
Mg20.0Ca60.0Cu20.0,"[5, 7]",4
Cu53.0Ag45.0Ce2.0,[9],0
Al15.0Ni17.5Cu13.5Zr50.0Nb4.0,"[1, 6]",6
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe58.7Co10.0Mo2.5,[2],3
Be21.5Mg0.5Ti15.0Ni11.0Cu11.0Y1.0Zr40.0,"[1, 5, 6, 7, 9]",5
Cu75.0Zr25.0,[9],0
Al86.0Si2.0Fe12.0,[9],0
Al4.0Cu90.0Nd6.0,[9],0
Ti50.0Ni30.0Cu32.0Sn3.0,"[1, 6]",1
B8.0Fe91.0Ni1.0,[9],0
Al86.0Fe8.0Ni6.0,[9],0
Al7.0Cu40.0Zr48.0Ag5.0,"[1, 5, 6, 7]",10
B14.0C20.0Ni66.0,[9],0
Al10.0Co5.0Cu20.0Ce65.0,"[1, 5, 6, 7, 9]",8
Al16.0Co28.0Y2.0Zr54.0,"[1, 6]",5
B14.2Si2.75P2.75Fe46.5Ni31.2Nb2.3,[2],2
Al8.0Cu36.0Zr46.0Ag8.0Au2.0,"[1, 6]",20
Al17.5Cu20.0Ag7.5La55.0,"[1, 5, 6, 7, 9]",3
Ti45.0Ni7.2Cu37.8Zr10.0,"[9, 7]",1
Cu40.0Zr50.0Ag10.0,"[1, 5, 6, 7, 9]",5
C16.0Co64.0W20.0,[9],0
B4.0C4.0Si3.0P10.0Fe74.0Mo5.0,"[1, 2, 5, 6, 9]",3
Be24.0Ti50.0Ni10.0Zr16.0,[5],5
Mg33.3Ca33.3Cu33.3,"[5, 7]",3
Al45.0Ti55.0,[9],0
Mg74.0Ni15.0Ag1.0Gd10.0,"[1, 5, 6, 7]",3
B6.0C15.0Fe64.7Mo14.0Er0.25,[2],2
Mg20.0Ca70.0Cu10.0,"[9, 7]",0.5
B22.0Fe72.0Y6.0,"[1, 2, 5, 6, 9]",2
B6.0Fe82.0Mo12.0,[9],0
Ti7.0Cu54.0Zr33.0Ag6.0,"[1, 5, 6, 7, 9]",6
Al14.0Cu19.0Ag5.0La62.0,"[1, 5, 6, 7, 9]",5
B20.0Mo80.0,[9],0
Mg25.0Ca50.0Cu10.0Zn15.0,"[5, 7]",8
Al25.0Co20.0Lu55.0,"[9, 5, 7]",3
B7.0C15.0Fe64.0Mo14.0,[2],2.5
B6.0P14.0Fe70.0Co10.0,[2],1.5
B18.0Ti1.0Fe77.0Zr4.0,[2],1
Cu18.0Ga12.0Ce70.0,"[1, 6]",8
Mg15.0Ca50.0Cu25.0Zn10.0,"[9, 5, 7]",10
C7.0P13.0Fe74.0Mo6.0,[2],6
Mg40.0Ni40.0Ce20.0,[9],0
B16.7Si8.3Fe71.5Cu1.0Hf2.5,[2],1
C7.0P13.0Fe71.0Mo9.0,[2],2.5
B5.0C18.0Cr16.0Fe44.0Y1.0Mo16.0,[2],2
Mg30.8Ca23.1Cu7.7Ag38.5,"[1, 6]",3
P20.0Ni32.0Pt48.0,[9],0
Si2.0Ti13.0Ni59.0Zr18.0Nb5.0Sn3.0,"[9, 5]",2
B2.5C7.5P10.0Fe62.9Ni11.1Mo6.0,[2],3
B6.0C15.0Cr15.0Fe44.0Nb6.0Mo14.0,[2],2
Mg15.0Ca65.0Zn20.0,"[9, 5, 7]",6
Si2.0Ti13.0Ni59.0Zr17.0Nb6.0Sn3.0,"[9, 5]",3
Al20.0Ti70.0Cu10.0,[9],0
C7.0P13.0Fe70.0Ni10.0,[2],2.4
B6.0C15.0Fe58.3Co6.48Mo14.0Er0.12,[2],2
B5.0C7.0Si3.3P8.7Fe75.7Cu0.3,[2],3
Al10.0Co25.0La39.0Ce26.0,[5],20
B6.0C15.0Cr15.0Fe52.0Mo9.0Er3.0,[2],6
B7.0C15.0Cr4.0Mn10.0Fe50.0Mo14.0,[2],3
B2.5C7.5P10.0Fe70.3Ni3.7Mo6.0,[2],5
Ti40.0Cu32.0Zr10.0Pd14.0Sn4.0,[5],10
B6.0C15.0Cr4.0Mn10.0Fe51.0Mo12.0Er2.0,[2],7
Al8.0Ni2.0Cu34.0Zr48.0Ag8.0,"[9, 5, 7]",25
B10.0Cr10.0Fe80.0,[9],0
Fe87.0Zr13.0,[9],0
B19.2Si4.8Fe14.4Co57.6Nb4.0,[9],2.5
Fe46.0Cu54.0,[9],0
B4.0Cr5.0Fe91.0,[9],0
B6.0P10.0Fe84.0,[9],0
B4.0C4.0Si2.5P10.0Fe61.0Ni15.0Mo3.5,[2],2.5
Si5.0Co95.0,[9],0
Si25.0Co75.0,[9],0
Al45.0V15.0Ge40.0,[9],0
Al94.0Mn4.0Ce2.0,[9],0
B6.0Cr26.0Fe68.0,[9],0
B3.0C18.0Cr6.0Fe52.6Co5.85Mo14.0Er0.5,[9],3
B6.0C15.0Cr4.0Mn10.0Fe51.0Mo12.0Dy2.0,[2],6.5
Be26.0Ti27.0Cr6.0Cu10.0Zr31.0,"[1, 6]",14
Mg61.5Cu29.5Gd9.0,"[1, 5, 6, 7, 9]",4
B18.0Al20.0Co62.0,[9],0
Al92.0Cr8.0,[9],0
B4.0C4.0Si2.5P10.0Fe71.0Ni5.0Mo3.5,[2],5.5
C10.0Ni58.0Mo32.0,[9],0
Al92.0Fe4.0Co4.0,[9],0
B19.2Si4.8Fe70.0Nb4.0Tb1.92,[9],2.5
Si16.5Cu2.0Pd81.5,"[9, 5]",2
B6.0C15.0Cr15.0Fe39.0Co9.0Y2.0Mo14.0,"[1, 2, 5, 6]",10
Al8.0Ni6.0Cu36.0Zr42.0Ag8.0,"[1, 6]",25
B36.0C12.0Co52.0,[9],0
Mg90.0Ni5.0La5.0,[9],0
Al8.0Cu36.0Zr44.0Ag8.0Hf4.0,"[1, 5, 6, 7]",20
C10.0P7.5Fe82.5,[9],0
B11.4Si2.75P5.5Fe39.0Ni39.0Nb2.3,[2],2
B5.0C7.0Al1.0Si3.3P8.7Fe75.0,[2],2
B6.0Mn15.0Fe79.0,[9],0
Al90.0Mn4.0Co6.0,[9],0
Ni10.0Cu70.0Zr20.0,[9],0
Al25.0Co20.0Er55.0,"[9, 5, 7]",5
Cu54.0Zr36.0Ag10.0,"[9, 5, 7]",6
Be30.0Si10.0Ti60.0,[9],0
Mg59.0Cu31.0Gd10.0,"[1, 5, 6, 7, 9]",4
Al25.0Ni15.0Cu5.0La55.0,"[9, 5, 7]",4
Al8.0Ti2.0Cu36.0Zr46.0Ag8.0,"[1, 5, 6, 7, 9]",10
Be20.0Ti20.0Ni2.5Cu17.5Zr20.0Hf20.0,"[1, 5, 6]",12
Mg20.0Ca65.0Cu15.0,"[9, 5, 7]",2
Al68.6Si14.0Mn17.4,[9],0
Si10.0Ti90.0,[9],0
B30.0Si10.0Mo60.0,[9],0
Cu45.0Zr50.0Ag5.0,"[1, 5, 6, 7, 9]",4
Si17.0Cu6.0Pd77.0,"[1, 5, 6]",2
Al75.0Fe15.0Ce10.0,[9],0
Cu45.0Zr45.0Ag10.0,"[1, 5, 6, 7, 9]",6
Al14.0Cu78.0Ce8.0,[9],0
B22.0Fe60.0Co12.0Y6.0,"[1, 2, 5, 6, 9]",2.5
Mg68.0Ni15.0Ag7.0Gd10.0,"[1, 5, 6, 7, 9]",4
Al10.0Cu18.0Ce70.0Bi2.0,"[1, 6]",1
Al8.7Ni11.9Cu14.4Zr65.0,"[1, 5, 6, 7, 9]",4
Al8.0Cu36.0Zr42.0Nb6.0Ag8.0,"[1, 6]",4
Mg90.0Nd10.0,[9],0
Si13.0Ti40.0Nb47.0,[9],0
Al65.0Si20.0Cr15.0,[9],0
C10.0Fe74.0W16.0,[9],0
Al40.0Ti20.0Cu40.0,[9],0
B6.0C15.0Cr8.0Fe55.0Mo14.0Er2.0,[2],4.5
B81.5Si6.0Fe12.5,[9],0
Ti5.0Cu54.0Zr36.0Ag10.0,"[1, 6]",6
Ti22.5Cu60.0Hf17.5,"[1, 5, 6, 7, 9]",3
Al25.0Co20.0Tb55.0,"[9, 5, 7]",3
Mg75.0Cu5.0Ce20.0,[9],0
Al4.0Cu48.0Zr48.0,"[1, 6]",2
Mg49.0Ni15.0Ag6.0Gd10.0,"[1, 6]",7
Be18.0Ni12.0Cu14.0Zr48.0Nb8.0,"[1, 5, 6, 7, 9]",8
Ti90.0Ni5.0Cu5.0,[9],0
B10.0Si9.0P5.0Fe76.0,"[1, 2, 5, 6, 9]",2.5
Al75.0V15.0Cu10.0,[9],0
C18.0Ni70.0Mo12.0,[9],0
C18.0Co68.0W14.0,[9],0
Mg18.2Ca27.3Cu54.5,"[1, 5, 6, 7, 9]",1
B4.0Mn1.0Fe95.0,[9],0
Al16.0Co28.0Y12.0Zr44.0,"[1, 6]",6
B50.0C4.0Ni46.0,[9],0
B2.0C8.0Si1.0P9.0Fe77.0Sn3.0,[2],1.5
Si2.0Ti16.0Ni59.0Zr11.0Nb9.0Sn3.0,[5],2
B5.0C10.0P10.0Fe40.0Co29.0Ni15.0,"[1, 6]",2.5
Al15.6Ni11.2Cu11.2La62.0,[7],11
C6.0Fe82.0W12.0,[9],0
Al20.0Cu20.0Ce60.0,"[1, 5, 6, 7, 9]",3
Mg40.0Ni30.0Ce30.0,[9],0
Cu43.0Zr50.0Ag7.0,"[1, 5, 6, 7, 9]",4
Ti40.0Cu36.0Zr10.0Pd14.0,"[1, 5, 6, 7, 9]",6
Mg85.0Ni5.0La10.0,[9],0
Be10.0Al8.0Cu27.6Zr46.0Ag8.36,"[1, 5, 6, 7]",35
Al86.0Co3.0Ni11.0,[9],0
Si2.0Ti40.0Cu38.0Zr10.0Pd10.0,[5],5
Al80.0Fe5.0Ce15.0,[9],0
Al8.0Cu32.0Zr48.0Ag8.0Au4.0,"[9, 5, 7]",20
B15.0Fe60.0Co8.0Zr10.0Mo5.0W2.0,[2],1.5
B20.0Fe70.0Cu10.0,[9],0
Al15.0Ni15.0Ce70.0,"[9, 5, 7]",1
B13.5Si10.0Fe62.8Co10.0Cu0.7Nb3.0,[2],1.5
Al50.0Ni10.0Zr40.0,[9],0
B6.0C15.0Cr15.0Fe43.0Co5.0Y2.0Mo14.0,"[1, 2, 5, 6]",9
Be3.0Al7.0Cu47.0Zr43.0,"[1, 5, 6, 7]",6
Al88.0Fe6.0Co6.0,[9],0
Be20.0Ti20.0Ni17.5Cu2.5Zr20.0Hf20.0,"[1, 5, 6]",15
B16.7Si8.3Fe71.8Cu0.7Hf2.5,[2],1.5
Mg10.0Ca70.0Cu20.0,"[5, 7]",1
Mg15.0Ca55.0Zn30.0,[7],0.5
B8.4Si9.6P6.0Fe76.0,[2],2.5
Mg57.0Cu31.5Y8.0Nd3.5,"[1, 5, 6, 7, 9]",12
B6.0C15.0Fe51.2Co12.8Mo14.0Er1.0,[2],3.5
Al98.0Co2.0,[9],0
B6.0C15.0Fe58.2Co6.47Mo14.0Er0.25,[9],3
B6.0C15.0Fe64.0Mo14.0Dy1.0,[2],3
Al30.0Ti50.0Cu20.0,[9],0
B4.0C4.0Si3.0P10.0Fe79.0,"[1, 2, 5, 6, 9]",1
Ti20.0Cu60.0Hf20.0,"[1, 5, 6, 7, 9]",4
Mg23.1Ca30.8Cu15.4Ag30.8,"[1, 6]",2.5
Fe37.0Cu42.0Ag21.0,[9],0
Ti44.1Ni7.06Cu37.0Zr9.8Sn2.0,"[1, 5, 6, 7, 9]",2
C7.0P13.0Fe80.0,[2],2
B6.0C15.0Cr15.0Co50.0Mo14.0,"[1, 5, 9, 6]",2
B20.0C8.0Ni72.0,[9],0
Al4.0Cu50.0Zr42.0Ag4.0,"[1, 6]",9
Mg90.0Ni5.0Nd5.0,[9],0
Si1.0Sc3.0Ti44.0Fe2.5Cu40.0Zr7.5Sn2.0,[5],6
Mg23.1Ca15.4Cu7.7Ag53.8,"[9, 7]",0.5
Al10.0Fe2.5Cu27.5Zr60.0,[5],10
Al78.6Si4.0Mn17.4,[9],0
B4.0C4.0Si2.5P10.0Fe56.0Ni20.0Mo3.5,[2],1
Al10.0Ti70.0Cu20.0,[9],0
Al16.0Co24.8Zr53.0Ag6.2,[5],16
Mg15.0Ca70.0Zn15.0,"[9, 7]",0.5
C5.0P12.5Fe82.5,[9],0
Be20.0Mg12.0Ni8.0Cu10.0Y2.0Zr36.0Nb12.0,"[1, 5, 6, 7, 9]",5
Be20.0Si5.0Ti75.0,[9],0
Al90.0Si5.0Cr5.0,[9],0
Be19.9Ti39.8Ni2.98Cu11.9Y0.5Zr24.8,[5],5
Al60.0Cu40.0,[9],0
Mg70.0Cu15.0La15.0,[9],0
Al16.0Co27.0Zr56.0,"[1, 6]",5
Mg87.5Mn10.0Y2.5,[9],0
Ti40.0Ni40.0Cu20.0,[9],0
Si2.0Ti16.0Ni59.0Zr20.0Sn3.0,"[1, 5, 9, 6]",3
Al6.0Cu48.0Zr42.0Ag4.0,"[1, 6]",12
B5.0C15.0P5.0Cr16.0Fe43.0Mo16.0,[2],2.2
B4.0C4.0P12.0Cr7.0Fe50.0Ni20.0Mo3.0,"[1, 6]",2
Al10.0Ti20.0Ni70.0,[9],0
Al10.0Co0.5Cu20.0Ce69.5,"[1, 5, 6, 7, 9]",10
C14.0Cr46.0Co40.0,[9],0
Al50.0Cu10.0La40.0,[9],0
Mg75.0Ni15.0Gd10.0,"[1, 5, 6, 7, 9]",3
C6.0Fe86.0W8.0,[9],0
B18.0Ti3.0Fe77.0Zr2.0,[2],1.5
Be30.0Ti40.0Cr5.0Zr25.0,[5],8
B22.0Fe67.0Y6.0W5.0,"[1, 2, 5, 6, 9]",3
B18.0C6.0Ni76.0,[9],0
B2.0C9.0P9.0Cr5.0Fe75.0,[2],1.5
Al12.5Co2.5Cu17.5Ag5.0La62.5,"[1, 5, 6, 7, 9]",8
Si20.0Ti30.0Ni50.0,[9],0
B4.0Fe95.0Ni1.0,[9],0
B5.0C18.0Cr16.0Fe42.0Y3.0Mo16.0,[2],2
Mg65.0Ni7.5Cu7.5Zn5.0Y5.0Ag5.0Gd5.0,"[1, 5, 6, 7, 9]",14
Al25.0Co20.0Gd55.0,"[5, 7]",2
Mg18.1Ca36.4Cu45.5,"[1, 5, 6, 7]",3
B17.0Fe73.5Y3.5Nb6.0,[2],1
B10.0C11.0Cr15.0Fe42.0Co6.0Mo14.0Tm2.0,"[1, 6]",5
Al20.0Cu20.0Ag5.0La55.0,"[1, 5, 6, 7]",4
Al89.0V5.0Ce6.0,[9],0
Al50.0Ni35.0La15.0,[9],0
Cu55.0Ga5.0Zr40.0,"[9, 5, 7]",2
B20.0Si4.0Fe71.2Cu0.8Nb4.0,[2],1
Mg25.0Ca55.0Zn20.0,"[9, 5, 7]",1
B6.0C15.0Cr4.0Mn10.0Fe53.0Mo12.0,[2],3
B5.88C12.7Cr9.8Fe58.8Mo8.82Er1.96Pb2.0,[9],5
